,chassis_type,battery_type,battery_number,parachute_diameter,wheel_radius,chassis_mass,gear_diameter,fuel_mass,time_rover,total_time,edl_time,cost,motor_type
0,magnesium,PbAcid-2,2,17.000000011475446,0.7,250.0,0.0500031326508441,116.08743920324876,366.33857476598166,984.8731219036388,618.5345471376571,3990626.892078066,speed
1,magnesium,PbAcid-2,2,17.000000520288797,0.699652531863854,250.00000138914788,0.0503078183465435,102.61352538653205,369.7043943048871,1006.7998316729946,637.0954373681076,3971944.209216828,speed
2,magnesium,PbAcid-2,2,17.000003145209508,0.6996702682268031,250.4774443050832,0.0541599125421707,101.30300448402544,413.11246181922127,1051.8552352139934,638.7427733947721,3993083.4931716775,speed
3,magnesium,PbAcid-2,2,17.0,0.4860650578794828,250.20475751267887,0.05,101.26878467138016,489.51504419690446,1128.3473395464548,638.8322953495503,4458849.787703214,speed
4,magnesium,PbAcid-2,2,17.000000023097748,0.3811769564135828,250.00153422808827,0.0581486015481281,100.20874591291408,788.0351803976994,1428.2861305130032,640.2509501153039,4202782.962267778,speed
5,magnesium,PbAcid-2,2,17.0,0.3,250.0,0.0717076593683747,100.0,1543.250939792474,2183.773808374094,640.5228685816203,4364579.489826405,speed_he
6,magnesium,PbAcid-2,2,17.0,0.6927638070440394,250.0,0.05,103.391814668544,2593.8224545382163,3234.214573045636,640.3921185074194,4187567.791224679,speed_he
